"slug","profile_url","trading_name","legal_name","company_code","city","street_address","postcode","region_label","website","public_phone","contact_route_status","categories","public_source_urls","verification_date"
"mb-tabalda-307093825","https://www.baldininkai.org/gamintojas/mb-tabalda-307093825/","MB ""Tabalda""","MB ""Tabalda""","307093825","Trušeliai","Liepų g. 43A","LT-92440","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37066571661","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0b6290f1-0720-4ffe-8934-488dc1b28781 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/c8eefa8c-1787-4618-a740-23986bf16d0c | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/c789df2e-5f47-43bc-b0d4-7a38dd435f16 | https://rekvizitai.vz.lt/en/company/tabalda/","2026-08-04"
"uab-magnum-reditus-303192562","https://www.baldininkai.org/gamintojas/uab-magnum-reditus-303192562/","UAB ""Magnum reditus""","UAB ""Magnum reditus""","303192562","Vilnius","Gurių Sodų 10-oji g. 47","LT-11310","Vilnius, rytų ir pietų Lietuva","","+37067957939","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0baa86cf-f2fa-4457-9533-4fc74f16e308 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/25bb5495-6692-4d7e-aafd-a4cf4cd3bd30 | https://rekvizitai.vz.lt/en/company/magnum_reditus/","2026-08-04"
"uab-mirandeka-302556080","https://www.baldininkai.org/gamintojas/uab-mirandeka-302556080/","UAB ""Mirandeka""","UAB ""Mirandeka""","302556080","Vilnius","Gedvydžių g. 1","LT-06311","Vilnius, rytų ir pietų Lietuva","","+37065656167","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0be36cfb-3f6e-4173-b412-22c8ca24a7b2 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/mirandeka/","2026-08-04"
"mb-grg-baldai-306635924","https://www.baldininkai.org/gamintojas/mb-grg-baldai-306635924/","MB Grg baldai","MB Grg baldai","306635924","Gargždai","Turgaus g. 28","LT-96129","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37063366870","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0be4d477-6c77-4d19-ac7b-facd5f88f5d1 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/8fb3e00c-b30a-4535-ae9d-8455257a748c | https://rekvizitai.vz.lt/en/company/grg_baldai/","2026-08-04"
"uab-joniskio-baldai-157689644","https://www.baldininkai.org/gamintojas/uab-joniskio-baldai-157689644/","UAB ""Joniškio baldai""","UAB ""Joniškio baldai""","157689644","Pavirčiuvė","Liepų g. 25B","LT-84425","Kaunas ir šiaurės Lietuva","","+37061118904","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0bf0add1-ba1f-4bb5-ac27-712287577052 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/6ed9cb33-1d83-404d-a56b-11cba9a6b1b0 | https://rekvizitai.vz.lt/en/company/uab_joniskio_baldai/","2026-08-04"
"uzdaroji-akcine-bendrove-medrika-148051482","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-medrika-148051482/","Uždaroji akcinė bendrovė ""MEDRIKA""","Uždaroji akcinė bendrovė ""MEDRIKA""","148051482","Panevėžys","Katkų g. 89","LT-35295","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37045516373","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0c048428-8544-4628-bbea-bca816dafe25 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9a5836b5-825f-472b-9223-bf095ee30b97 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/1817961d-8016-4351-8adc-ee2e1ea91daf | https://rekvizitai.vz.lt/en/company/medrika/","2026-08-04"
"uab-alneka-304186306","https://www.baldininkai.org/gamintojas/uab-alneka-304186306/","UAB ""Alneka""","UAB ""Alneka""","304186306","Vilnius","Žirmūnų g. 104","LT-09121","Vilnius, rytų ir pietų Lietuva","","+37064118888","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0c10d385-6d63-42bb-a1bb-c96cdeae05cc | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/alneka/","2026-08-04"
"uab-s2s-301785585","https://www.baldininkai.org/gamintojas/uab-s2s-301785585/","UAB ""S2S""","UAB ""S2S""","301785585","Vilnius","Naujininkų g. 21","LT-02109","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0c3584b4-17b1-4412-8b6a-4b8be4d5eea9 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/uab_s2s/","2026-08-04"
"uab-ctt-300132909","https://www.baldininkai.org/gamintojas/uab-ctt-300132909/","UAB ""CTT""","UAB ""CTT""","300132909","Vilnius","Panerių g. 51","LT-03160","Vilnius, rytų ir pietų Lietuva","","+37067874277","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0c4766b3-f14c-4721-9213-20c59461a2a6 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/411bde2d-5967-4e50-8c00-b7eb9f280de8 | https://rekvizitai.vz.lt/en/company/ctt/","2026-08-04"
"egidijaus-kino-imone-179749033","https://www.baldininkai.org/gamintojas/egidijaus-kino-imone-179749033/","Egidijaus Kino įmonė","Egidijaus Kino įmonė","179749033","Tauragė","Smėlynų skg. 15","LT-72311","Kaunas ir šiaurės Lietuva","","+37044661660","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0cc58516-57d8-4129-81ba-580ccdb2a105 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/431396ae-8163-46d2-9bdf-e228d4efddfa | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/ed55631c-eafa-4a02-8410-5bd5f3f9600c | https://rekvizitai.vz.lt/en/company/egidijaus_kino_imone/","2026-08-04"
"uab-baldu-svaja-303927859","https://www.baldininkai.org/gamintojas/uab-baldu-svaja-303927859/","UAB ""Baldų svaja""","UAB ""Baldų svaja""","303927859","Klaipėda","Liepų g. 60A","LT-92105","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37060606924","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0cd6476d-9e0b-46d8-835e-0fbbc8581431 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ecd017de-4285-4f24-974a-9d2eacfb5eab | https://rekvizitai.vz.lt/en/company/baldu_svaja/","2026-08-04"
"uab-sonavita-301696898","https://www.baldininkai.org/gamintojas/uab-sonavita-301696898/","UAB ""SONAVITA""","UAB ""SONAVITA""","301696898","Kaunas","Pikulo g. 66","LT-48435","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0d10e959-f5b0-49a5-a4f3-0898b0b3fdfa | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/d3dad691-475f-4e04-85e2-ea97d74f24f1","2026-08-04"
"uab-kitaip-301887572","https://www.baldininkai.org/gamintojas/uab-kitaip-301887572/","UAB ""KITAIP""","UAB ""KITAIP""","301887572","Vilnius","Kapsų g. 19","LT-02182","Vilnius, rytų ir pietų Lietuva","","+37052656649","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0d23357b-dc81-48c4-b6e3-82637b8f1007 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/uab_kitaip/","2026-08-04"
"uab-rigresta-303242378","https://www.baldininkai.org/gamintojas/uab-rigresta-303242378/","UAB ""Rigresta""","UAB ""Rigresta""","303242378","Kyviškės","Lakūnų g. 7A","LT-13132","Vilnius, rytų ir pietų Lietuva","","+37060022500","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0d482686-c8c0-4e71-ae98-5d7c4ec80534 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/d897caa9-fdac-42ab-b78b-2bb4db0b8d6a | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/00007209-12f6-49f6-9720-af28a5fca67b | https://rekvizitai.vz.lt/en/company/rigresta/","2026-08-04"
"mb-pintora-304835958","https://www.baldininkai.org/gamintojas/mb-pintora-304835958/","MB ""Pintora""","MB ""Pintora""","304835958","Plungė","V. Mačernio g. 25","LT-90141","Kaunas ir šiaurės Lietuva","","+37062077788","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0d48af0d-69cc-4d07-82ec-4b026aab5a49 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9c609953-2e4c-46cf-90d1-40ab676e6291 | https://rekvizitai.vz.lt/en/company/pintora/","2026-08-04"
"uab-ternis-305217644","https://www.baldininkai.org/gamintojas/uab-ternis-305217644/","UAB ""Ternis""","UAB ""Ternis""","305217644","Ginėnai","Smiltynų g. 20","LT-54430","Kaunas ir šiaurės Lietuva","","+37068264005","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e0bbd8d-87cf-4ed3-a9a4-0be524fd7c47 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/e186b686-670b-4176-ba2a-6c745899aae7 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/6697289e-1af6-4357-a720-07668f6daf17 | https://rekvizitai.vz.lt/en/company/ternis/","2026-08-04"
"mb-furnidedes-305939301","https://www.baldininkai.org/gamintojas/mb-furnidedes-305939301/","MB Furnidėdės","MB Furnidėdės","305939301","Kaunas","Chemijos g. 27C","LT-51331","Kaunas ir šiaurės Lietuva","","+37061001023","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e0ca79f-cc83-42a4-b027-82ffdb3cef8e | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://rekvizitai.vz.lt/en/company/furnidedes/","2026-08-04"
"uab-real-vision-302453276","https://www.baldininkai.org/gamintojas/uab-real-vision-302453276/","UAB ""Real Vision""","UAB ""Real Vision""","302453276","Klaipėda","Alksnynės g. 15B","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37068948536","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e0e0579-a5e8-4997-810c-aa0a6bad659c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ecd017de-4285-4f24-974a-9d2eacfb5eab | https://rekvizitai.vz.lt/en/company/uab_real_vision/","2026-08-04"
"uab-sprendimai-baldininkams-304990410","https://www.baldininkai.org/gamintojas/uab-sprendimai-baldininkams-304990410/","UAB ""Sprendimai baldininkams""","UAB ""Sprendimai baldininkams""","304990410","Vilnius","Meistrų g. 9","LT-02190","Vilnius, rytų ir pietų Lietuva","","+37052329010","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e0fce19-0669-4a4f-a71d-91cff5e6278c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/a66be85b-e659-4a9f-8f8f-9cccc918582e | https://rekvizitai.vz.lt/en/company/sprendimai_baldininkams/","2026-08-04"
"uab-stilforma-302761402","https://www.baldininkai.org/gamintojas/uab-stilforma-302761402/","UAB ""Stilforma""","UAB ""Stilforma""","302761402","Kaunas","Raudondvario pl. 101A","LT-47184","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e5ed18a-f1ea-488c-8e7a-fde2aa5a50c7 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/cf1d8f14-ba8f-4cc6-ab38-c92d661363d8","2026-08-04"
"mazoji-bendrija-sernosis-305935228","https://www.baldininkai.org/gamintojas/mazoji-bendrija-sernosis-305935228/","Mažoji bendrija ""Šernosis""","Mažoji bendrija ""Šernosis""","305935228","Lietuva","Ukmergės g. 29","LT-20286","Visa Lietuva (miestas nenurodytas oficialiame šaltinyje)","","+37064674990","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e60408b-1a3a-43c7-a2bb-6ad20896ee5f | https://rekvizitai.vz.lt/en/company/sernosis/","2026-08-04"
"uab-ms-baldai-302680509","https://www.baldininkai.org/gamintojas/uab-ms-baldai-302680509/","UAB ""MS baldai""","UAB ""MS baldai""","302680509","Kaunas","Raudondvario pl. 164","LT-47173","Kaunas ir šiaurės Lietuva","","+37067981195","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e606202-073c-46c9-9149-434440da9e1b | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/7eb2b38c-15ca-4508-b149-59789efe93b8 | https://rekvizitai.vz.lt/en/company/ms_baldai/","2026-08-04"
"uab-smv-projektai-302430459","https://www.baldininkai.org/gamintojas/uab-smv-projektai-302430459/","UAB ""SMV projektai""","UAB ""SMV projektai""","302430459","Laibgaliai","Jūžintų g. 23","LT-42273","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e761547-b70b-4fe5-9b17-506308fe7797 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/4665db2a-001a-465c-9a8f-87a274c8059c | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/c30f68b5-de40-455b-a6a2-da1b87783bc0","2026-08-04"
"mazoji-bendrija-baldukai-307021377","https://www.baldininkai.org/gamintojas/mazoji-bendrija-baldukai-307021377/","Mažoji bendrija Baldukai","Mažoji bendrija Baldukai","307021377","Jakai","Pašto g. 15","LT-96324","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37061115563","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0e79b41a-15da-4343-bf6a-bcb378b53dab | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/03bb0e68-8928-4f31-9f19-fdbc0baa567c | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/5a1995aa-257e-4556-b3a4-6440f62e3d02 | https://rekvizitai.vz.lt/en/company/baldukai/","2026-08-04"
"mb-interius-304291360","https://www.baldininkai.org/gamintojas/mb-interius-304291360/","MB ""Interius""","MB ""Interius""","304291360","Vilnius","Liepų al. 66","LT-02233","Vilnius, rytų ir pietų Lietuva","","+37065532313","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0ed51d20-d29c-4a85-904f-2d0b34cb74cd | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/9c2fe601-3524-4434-84a1-ebaf4b0651f2 | https://rekvizitai.vz.lt/en/company/interius/","2026-08-04"
"uzdaroji-akcine-bendrove-medinedas-160289293","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-medinedas-160289293/","Uždaroji akcinė bendrovė ""Medinedas""","Uždaroji akcinė bendrovė ""Medinedas""","160289293","Lietuva","","","Visa Lietuva (miestas nenurodytas oficialiame šaltinyje)","","+37037563836","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0f787dba-60c7-4281-b4df-ab66ddf80bf5 | https://rekvizitai.vz.lt/en/company/medinedas/","2026-08-04"
"uab-bhk-lietuva-300050141","https://www.baldininkai.org/gamintojas/uab-bhk-lietuva-300050141/","UAB ""BHK Lietuva""","UAB ""BHK Lietuva""","300050141","Ignalina","Technikos g. 5","LT-30132","Vilnius, rytų ir pietų Lietuva","","+37038650045","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0fd96b3a-b45a-4ea5-a61e-5a1645144033 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/93292ad2-64bb-48e0-92c0-135591d773fa | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/411fb9e3-a3f3-437c-97b1-b882e2adb55b | https://rekvizitai.vz.lt/en/company/bhk_lietuva/","2026-08-04"
"uab-ofus-302532624","https://www.baldininkai.org/gamintojas/uab-ofus-302532624/","UAB ""Ofus""","UAB ""Ofus""","302532624","Šiauliai","Kadagyno g. 16","LT-76190","Kaunas ir šiaurės Lietuva","","+37060196019","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0fe31370-aa80-454e-9a7c-dc796a796f2e | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9b1ff39c-5eda-4bc1-ba79-03255d2dd750 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/72224068-8dfc-4cd9-bc10-a23903b50532 | https://rekvizitai.vz.lt/en/company/ofus/","2026-08-04"
"mb-borera-306723872","https://www.baldininkai.org/gamintojas/mb-borera-306723872/","MB Borera","MB Borera","306723872","Vilnius","Taikos g. 131","LT-05206","Vilnius, rytų ir pietų Lietuva","","+37064860453","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0fe36575-b89f-4591-8715-4d01e98d7c21 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/borera/","2026-08-04"
"mb-blanko-baldai-306183629","https://www.baldininkai.org/gamintojas/mb-blanko-baldai-306183629/","MB Blanko baldai","MB Blanko baldai","306183629","Tauragė","Liepų Tak. 7","LT-72109","Kaunas ir šiaurės Lietuva","","+37061393385","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1040e2d1-54d4-448a-a859-d1a9088f5457 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/431396ae-8163-46d2-9bdf-e228d4efddfa | https://rekvizitai.vz.lt/en/company/blanko_baldai/","2026-08-04"
"uab-artus-lt-303126904","https://www.baldininkai.org/gamintojas/uab-artus-lt-303126904/","UAB ""Artus LT""","UAB ""Artus LT""","303126904","Bakšiai","Putinų g. 61","LT-62186","Vilnius, rytų ir pietų Lietuva","","+37061813838","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/10843ef4-a4c2-4718-89d2-71306a20fb46 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/eb0476da-ba37-4956-b147-faf7f2b09339 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/624ddf4a-c4c0-41ab-9bbe-44f83fde5a63 | https://rekvizitai.vz.lt/en/company/artus_lt/","2026-08-04"
"uab-algideja-304395996","https://www.baldininkai.org/gamintojas/uab-algideja-304395996/","UAB ""Algidėja""","UAB ""Algidėja""","304395996","Šatijai","Bebrų g. 9","LT-54431","Kaunas ir šiaurės Lietuva","","+37060766969","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1158e540-82d8-4ba0-a689-a2838f1ab4d8 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/827c6d9b-b6dc-497d-a473-8f87998f4202 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/f9bbc76b-bd58-4386-b477-db24076d7cdb | https://rekvizitai.vz.lt/en/company/algideja/","2026-08-04"
"uab-baldu-sistemos-126273181","https://www.baldininkai.org/gamintojas/uab-baldu-sistemos-126273181/","UAB ""Baldų sistemos""","UAB ""Baldų sistemos""","126273181","Nemėžis","Geležinkelio g. 2A","LT-13263","Vilnius, rytų ir pietų Lietuva","","+37064741220","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/116a868b-3490-40dd-b119-1fa206213052 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/83c32051-1500-47d8-85b8-0098e152c794 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/883dfe14-b6fd-4942-ad14-90d2cde5417a | https://rekvizitai.vz.lt/en/company/baldu_sistemos/","2026-08-04"
"uab-metalo-pulsas-306198588","https://www.baldininkai.org/gamintojas/uab-metalo-pulsas-306198588/","UAB Metalo pulsas","UAB Metalo pulsas","306198588","Grauminė","Grauminės g. 10","LT-96231","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/117c2562-7c6e-44f3-8765-4365e9d1409a | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/42c53065-93ab-4e35-98e8-72eabc3c1d4f | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/0cdafe21-5f6f-480d-87dd-3ae91f70a794","2026-08-04"
"uab-esd-baldai-301089656","https://www.baldininkai.org/gamintojas/uab-esd-baldai-301089656/","UAB ""ESD baldai""","UAB ""ESD baldai""","301089656","Kaišiadorys","Kęstučio g. 14","LT-56121","Kaunas ir šiaurės Lietuva","","+37068745141","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/11801649-ec7c-4441-8040-3eaed425455a | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/d43db99c-0280-4c8b-8c11-e924637cb925 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9106cb72-2142-4882-a44e-333c184db11e | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/esd_baldai/","2026-08-04"
"uab-geri-amatai-302568620","https://www.baldininkai.org/gamintojas/uab-geri-amatai-302568620/","UAB ""Geri amatai""","UAB ""Geri amatai""","302568620","Klaipėda","Joniškės g. 24G","LT-91266","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37067508704","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/119576cd-37ed-4bc5-a6b7-b9ade6c0da2d | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ecd017de-4285-4f24-974a-9d2eacfb5eab | https://rekvizitai.vz.lt/en/company/geri_amatai/","2026-08-04"
"uab-nero-baldai-303245214","https://www.baldininkai.org/gamintojas/uab-nero-baldai-303245214/","UAB ""Nero baldai""","UAB ""Nero baldai""","303245214","Klaipėda","Brožynų g. 2","LT-95209","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37065018399","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/11cb98e9-dd66-42b3-a929-50bd4541a8c8 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ecd017de-4285-4f24-974a-9d2eacfb5eab | https://rekvizitai.vz.lt/en/company/nero_baldai/","2026-08-04"
"uzdaroji-akcine-bendrove-mantisa-302327402","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-mantisa-302327402/","Uždaroji akcinė bendrovė ""MANTISA""","Uždaroji akcinė bendrovė ""MANTISA""","302327402","Vilnius","Papilėnų g. 3","LT-06224","Vilnius, rytų ir pietų Lietuva","","+37068044024","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/11f9d145-81fb-4084-b6dc-b036934f4b6b | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/uab_mantisa/","2026-08-04"
